契約項目編號,契約項目名稱,單價
Y6N10N0004B0,儀錶TUBING不鏽鋼管12mmΦ  (含10mmΦ),173.87
Y6N10N0004C0,儀錶TUBING不鏽鋼管12mmΦ  (含10mmΦ),382.52
Y6N10N0004D0,儀錶TUBING不鏽鋼管12mmΦ  (含10mmΦ),191.26
Y6N10N0004E0,儀錶TUBING不鏽鋼管12mmΦ  (含10mmΦ),417.3
Y6N10N0004F0,儀錶TUBING不鏽鋼管12mmΦ  (含10mmΦ),208.65
Y6N10N0004G0,儀錶TUBING不鏽鋼管12mmΦ  (含10mmΦ),452.06
Y6N10N0004H0,儀錶TUBING不鏽鋼管12mmΦ  (含10mmΦ),226.04
Y6N10N0005A0,儀錶TUBING不鏽鋼管15mm~25mmΦ,388.65
Y6N10N0005B0,儀錶TUBING不鏽鋼管15mm~25mmΦ,194.33
Y6N10N0005C0,儀錶TUBING不鏽鋼管15mm~25mmΦ,427.52
Y6N10N0005D0,儀錶TUBING不鏽鋼管15mm~25mmΦ,213.76
Y6N10N0005E0,儀錶TUBING不鏽鋼管15mm~25mmΦ,466.38
Y6N10N0005F0,儀錶TUBING不鏽鋼管15mm~25mmΦ,233.2
Y6N10N0005G0,儀錶TUBING不鏽鋼管15mm~25mmΦ,505.25
Y6N10N0005H0,儀錶TUBING不鏽鋼管15mm~25mmΦ,252.62
Y6N10N0006A0,"製程SENSOR(電極,T/C,RTD類)",1022.77
Y6N10N0006B0,"製程SENSOR(電極,T/C,RTD類)",511.39
Y6N10N0006C0,"製程SENSOR(電極,T/C,RTD類)",1125.05
Y6N10N0006D0,"製程SENSOR(電極,T/C,RTD類)",562.52
Y6N10N0006E0,"製程SENSOR(電極,T/C,RTD類)",1227.33
Y6N10N0006F0,"製程SENSOR(電極,T/C,RTD類)",613.67
Y6N10N0006G0,"製程SENSOR(電極,T/C,RTD類)",1329.6
Y6N10N0006H0,"製程SENSOR(電極,T/C,RTD類)",664.8
Y6N10N0007A0,"偵測器(各種輻射,光學,火焰,濕度)",1363.7
Y6N10N0007B0,"偵測器(各種輻射,光學,火焰,濕度)",681.85
Y6N10N0007C0,"偵測器(各種輻射,光學,火焰,濕度)",1500.07
Y6N10N0007D0,"偵測器(各種輻射,光學,火焰,濕度)",750.03
Y6N10N0007E0,"偵測器(各種輻射,光學,火焰,濕度)",1636.44
Y6N10N0007F0,"偵測器(各種輻射,光學,火焰,濕度)",818.22
Y6N10N0007G0,"偵測器(各種輻射,光學,火焰,濕度)",1772.81
Y6N10N0007H0,"偵測器(各種輻射,光學,火焰,濕度)",886.41
Y6N10N0008A0,"傳送器安裝DP,P,T,L分析,角度,位置等",1022.77
Y6N10N0008B0,"傳送器安裝DP,P,T,L分析,角度,位置等",511.39
Y6N10N0008C0,"傳送器安裝DP,P,T,L分析,角度,位置等",1125.05
Y6N10N0008D0,"傳送器安裝DP,P,T,L分析,角度,位置等",562.52
Y6N10N0008E0,"傳送器安裝DP,P,T,L分析,角度,位置等",1227.33
Y6N10N0008F0,"傳送器安裝DP,P,T,L分析,角度,位置等",613.67
Y6N10N0008G0,"傳送器安裝DP,P,T,L分析,角度,位置等",1329.6
Y6N10N0008H0,"傳送器安裝DP,P,T,L分析,角度,位置等",664.8
Y6N10N0009A0,"傳送器具或閥之膜片,SEAL安裝",1704.62
Y6N10N0009B0,"傳送器具或閥之膜片,SEAL安裝",852.31
Y6N10N0009C0,"傳送器具或閥之膜片,SEAL安裝",1875.09
Y6N10N0009D0,"傳送器具或閥之膜片,SEAL安裝",937.54
Y6N10N0009E0,"傳送器具或閥之膜片,SEAL安裝",2045.55
Y6N10N0009F0,"傳送器具或閥之膜片,SEAL安裝",1022.77
Y6N10N0009G0,"傳送器具或閥之膜片,SEAL安裝",2216.01
Y6N10N0009H0,"傳送器具或閥之膜片,SEAL安裝",1108.01
Y6N10N0010A0,"LOCAL INSTRUMENT(溫,壓錶計,SWITH類)",511.39
Y6N10N0010B0,"LOCAL INSTRUMENT(溫,壓錶計,SWITH類)",255.69
Y6N10N0010C0,"LOCAL INSTRUMENT(溫,壓錶計,SWITH類)",562.52
Y6N10N0010D0,"LOCAL INSTRUMENT(溫,壓錶計,SWITH類)",281.26
Y6N10N0010E0,"LOCAL INSTRUMENT(溫,壓錶計,SWITH類)",613.67
Y6N10N0010F0,"LOCAL INSTRUMENT(溫,壓錶計,SWITH類)",306.83
Y6N10N0010G0,"LOCAL INSTRUMENT(溫,壓錶計,SWITH類)",664.8
Y6N10N0010H0,"LOCAL INSTRUMENT(溫,壓錶計,SWITH類)",332.41
Y6N10N0011A0,吹泡式位面傳送組(氣導管計入TUBEING),3763.81
Y6N10N0011B0,吹泡式位面傳送組(氣導管計入TUBEING),1881.91
Y6N10N0011C0,吹泡式位面傳送組(氣導管計入TUBEING),4140.19
Y6N10N0011D0,吹泡式位面傳送組(氣導管計入TUBEING),2070.1
Y6N10N0011E0,吹泡式位面傳送組(氣導管計入TUBEING),4516.58
Y6N10N0011F0,吹泡式位面傳送組(氣導管計入TUBEING),2258.29
Y6N10N0011G0,吹泡式位面傳送組(氣導管計入TUBEING),4892.96
Y6N10N0011H0,吹泡式位面傳送組(氣導管計入TUBEING),2446.48
Y6N10N0012A0,塔槽式TAPE-FLOT-TYPE位面計或開關,5454.8
Y6N10N0012B0,塔槽式TAPE-FLOT-TYPE位面計或開關,2727.4
Y6N10N0012C0,塔槽式TAPE-FLOT-TYPE位面計或開關,6000.28
Y6N10N0012D0,塔槽式TAPE-FLOT-TYPE位面計或開關,3000.14
Y6N10N0012E0,塔槽式TAPE-FLOT-TYPE位面計或開關,6545.76
Y6N10N0012F0,塔槽式TAPE-FLOT-TYPE位面計或開關,3272.88
Y6N10N0012G0,塔槽式TAPE-FLOT-TYPE位面計或開關,7091.24
Y6N10N0012H0,塔槽式TAPE-FLOT-TYPE位面計或開關,3545.62
Y6N10N0013A0,"現場配件(控制器,轉換器SOV,F,R,L,AIR)",1022.77
Y6N10N0013B0,"現場配件(控制器,轉換器SOV,F,R,L,AIR)",511.39
Y6N10N0013C0,"現場配件(控制器,轉換器SOV,F,R,L,AIR)",1125.05
Y6N10N0013D0,"現場配件(控制器,轉換器SOV,F,R,L,AIR)",562.52
Y6N10N0013E0,"現場配件(控制器,轉換器SOV,F,R,L,AIR)",1227.33
Y6N10N0013F0,"現場配件(控制器,轉換器SOV,F,R,L,AIR)",613.67
Y6N10N0013G0,"現場配件(控制器,轉換器SOV,F,R,L,AIR)",1329.6
Y6N10N0013H0,"現場配件(控制器,轉換器SOV,F,R,L,AIR)",664.8
Y6N10N0014A0,盤面儀錶安裝,340.92
Y6N10N0014B0,盤面儀錶安裝,170.46
Y6N10N0014C0,盤面儀錶安裝,375.02
Y6N10N0014D0,盤面儀錶安裝,187.51
Y6N10N0014E0,盤面儀錶安裝,409.11
Y6N10N0014F0,盤面儀錶安裝,204.56
Y6N10N0014G0,盤面儀錶安裝,443.2
Y6N10N0014H0,盤面儀錶安裝,221.6
Y6N10N0015A0,FRP型C1保護箱,1363.7
Y6N10N0015B0,FRP型C1保護箱,681.85
Y6N10N0015C0,FRP型C1保護箱,1500.07
Y6N10N0015D0,FRP型C1保護箱,750.03
Y6N10N0015E0,FRP型C1保護箱,1636.44
Y6N10N0015F0,FRP型C1保護箱,818.22
Y6N10N0015G0,FRP型C1保護箱,1772.81
Y6N10N0015H0,FRP型C1保護箱,886.41
Y6N10N0016A0,FRP型C1保護箱制式支架安裝,681.85
Y6N10N0016B0,FRP型C1保護箱制式支架安裝,340.92
Y6N10N0016C0,FRP型C1保護箱制式支架安裝,750.03
Y6N10N0016D0,FRP型C1保護箱制式支架安裝,375.02
Y6N10N0016E0,FRP型C1保護箱制式支架安裝,818.22
Y6N10N0016F0,FRP型C1保護箱制式支架安裝,409.11
Y6N10N0016G0,FRP型C1保護箱制式支架安裝,886.41
Y6N10N0016H0,FRP型C1保護箱制式支架安裝,443.2
Y6N10N0017A0,"熱電偶製裝(T/C焊接頭裝法蘭,穿瓷管等)",1022.77
Y6N10N0017B0,"熱電偶製裝(T/C焊接頭裝法蘭,穿瓷管等)",511.39
Y6N10N0017C0,"熱電偶製裝(T/C焊接頭裝法蘭,穿瓷管等)",1125.05
Y6N10N0017D0,"熱電偶製裝(T/C焊接頭裝法蘭,穿瓷管等)",562.52
Y6N10N0017E0,"熱電偶製裝(T/C焊接頭裝法蘭,穿瓷管等)",1227.33
Y6N10N0017F0,"熱電偶製裝(T/C焊接頭裝法蘭,穿瓷管等)",613.67
Y6N10N0017G0,"熱電偶製裝(T/C焊接頭裝法蘭,穿瓷管等)",1329.6
Y6N10N0017H0,"熱電偶製裝(T/C焊接頭裝法蘭,穿瓷管等)",664.8
Y6N10N1001A0,儀錶TUBING不鏽鋼管連接處焊接,405.7
Y6N10N1001C0,儀錶TUBING不鏽鋼管連接處焊接,446.27
Y6N10N1001E0,儀錶TUBING不鏽鋼管連接處焊接,486.84
Y6N10N1001G0,儀錶TUBING不鏽鋼管連接處焊接,527.42
Y6N10N1002A0,TRANSMITTER之單體ZERO SPAN線性校正,511.39
Y6N10N1002C0,TRANSMITTER之單體ZERO SPAN線性校正,562.52
Y6N10N1002E0,TRANSMITTER之單體ZERO SPAN線性校正,613.67
Y6N10N1002G0,TRANSMITTER之單體ZERO SPAN線性校正,664.8
Y6N10N1003A0,SWITCH之模擬信號檢查及接點設定,340.92
Y6N10N1003C0,SWITCH之模擬信號檢查及接點設定,375.02
Y6N10N1003E0,SWITCH之模擬信號檢查及接點設定,409.11
Y6N10N1003G0,SWITCH之模擬信號檢查及接點設定,443.2
Y6N10N1004A0,"盤面儀錶及輔助儀器REC,*/,+-,信號檢測",511.39
Y6N10N1004C0,"盤面儀錶及輔助儀器REC,*/,+-,信號檢測",562.52
Y6N10N1004E0,"盤面儀錶及輔助儀器REC,*/,+-,信號檢測",613.67
Y6N10N1004G0,"盤面儀錶及輔助儀器REC,*/,+-,信號檢測",664.8
Y6N10N1005A0,各種測量迴路(分析器除外)LOOP 測試,1363.7
Y6N10N1005C0,各種測量迴路(分析器除外)LOOP 測試,1500.07
Y6N10N1005E0,各種測量迴路(分析器除外)LOOP 測試,1636.44
Y6N10N1005G0,各種測量迴路(分析器除外)LOOP 測試,1772.81
Y6N10N1006A0,分析器迴路 LOOP 校正,3409.25
Y6N10N1006C0,分析器迴路 LOOP 校正,3750.17
Y6N10N1006E0,分析器迴路 LOOP 校正,4091.1
Y6N10N1006G0,分析器迴路 LOOP 校正,4432.02
Y6N10N1007A0,各種測量及控制迴路測試(分析器除外),1704.62
Y6N10N1007C0,各種測量及控制迴路測試(分析器除外),1875.09
Y6N10N1007E0,各種測量及控制迴路測試(分析器除外),2045.55
Y6N10N1007G0,各種測量及控制迴路測試(分析器除外),2216.01
Y6N10N1008A0,分析測量控制迴路校正測試,3750.17
Y6N10N1008C0,分析測量控制迴路校正測試,4125.2
Y6N10N1008E0,分析測量控制迴路校正測試,4500.21
Y6N10N1008G0,分析測量控制迴路校正測試,4875.23
Y6N10N1009A0,秤重設備迴路測試,6818.5
Y6N10N1009C0,秤重設備迴路測試,7500.35
Y6N10N1009E0,秤重設備迴路測試,8182.2
Y6N10N1009G0,秤重設備迴路測試,8864.05
Y6N10N1010A0,現場測量控制迴路LOOP CALIBRATION,340.92
Y6N10N1010C0,現場測量控制迴路LOOP CALIBRATION,375.02
Y6N10N1010E0,現場測量控制迴路LOOP CALIBRATION,409.11
Y6N10N1010G0,現場測量控制迴路LOOP CALIBRATION,443.2
Y6N10O0054A0,地面人工開挖(土方、砂、貼礫石),1363.7
Y6N10O0055A0,地面人工開挖(石方、含爐石地坪),3204.69
Y6N10O0056A0,人工回填土方(包括夯實),494
Y6N10O0057A0,地面機械開挖(150M3以上),218.19
Y6N10O0058A0,機械回填土方(包括夯實),17.05
Y6N10O0059A0,"普通混凝土製作及澆置(140kg/cm2 , 含料)",5113.87
Y6N10O0060A0,混凝土人工鑿除,51138.75
Y6N10O0061A0,鐵鋁板 墊木切四方型孔144cm2及以下,255.35
Y6N10O0062A0,鐵鋁板 墊木切四方型孔144cm2<A<400cm2,505.59
Y6N10O0063A0,鐵鋁板 墊木切四方型孔400cm2及以上,750.71
Y6N10O0064A0,磚混凝土切四方孔周長100cm (L) X 1cm (T),212.74
Y6N10O1001A0,"STAINLESS板鑽孔1""及以下",153.07
Y6N10O1001C0,"STAINLESS板鑽孔1""及以下",168.38
Y6N10O1001E0,"STAINLESS板鑽孔1""及以下",183.69
Y6N10O1001G0,"STAINLESS板鑽孔1""及以下",199
Y6N10O1002A0,"STAINLESS板鑽孔1 1/2~2""",229.45
Y6N10O1002C0,"STAINLESS板鑽孔1 1/2~2""",252.38
Y6N10O1002E0,"STAINLESS板鑽孔1 1/2~2""",275.33
Y6N10O1002G0,"STAINLESS板鑽孔1 1/2~2""",298.28
Y6N10O1003A0,"STAINLESS板鑽孔2 1/2~3""",279.9
Y6N10O1003C0,"STAINLESS板鑽孔2 1/2~3""",307.89
Y6N10O1003E0,"STAINLESS板鑽孔2 1/2~3""",335.88
Y6N10O1003G0,"STAINLESS板鑽孔2 1/2~3""",363.87
Y6N10O1004A0,"STAINLESS板鑽孔3 1/2~4""",305.81
Y6N10O1004C0,"STAINLESS板鑽孔3 1/2~4""",336.4
Y6N10O1004E0,"STAINLESS板鑽孔3 1/2~4""",366.97
Y6N10O1004G0,"STAINLESS板鑽孔3 1/2~4""",397.55
Y6N10O1005A0,"STAINLESS板鑽孔5""",351.15
Y6N10O1005C0,"STAINLESS板鑽孔5""",386.27
Y6N10O1005E0,"STAINLESS板鑽孔5""",421.39
Y6N10O1005G0,"STAINLESS板鑽孔5""",456.5
Y6N10O1006A0,"鐵鋁板 墊木鑽孔1""及以下",55.57
Y6N10O1006C0,"鐵鋁板 墊木鑽孔1""及以下",61.12
Y6N10O1006E0,"鐵鋁板 墊木鑽孔1""及以下",66.68
Y6N10O1006G0,"鐵鋁板 墊木鑽孔1""及以下",72.24
Y6N10O1007A0,"鐵鋁板 墊木鑽孔1 1/2~2""",83.18
Y6N10O1007C0,"鐵鋁板 墊木鑽孔1 1/2~2""",91.5
Y6N10O1007E0,"鐵鋁板 墊木鑽孔1 1/2~2""",99.82
Y6N10O1007G0,"鐵鋁板 墊木鑽孔1 1/2~2""",108.14
Y6N10O1008A0,"鐵鋁板 墊木鑽孔2 1/2~3""",97.16
Y6N10O1008C0,"鐵鋁板 墊木鑽孔2 1/2~3""",106.88
Y6N10O1008E0,"鐵鋁板 墊木鑽孔2 1/2~3""",116.6
Y6N10O1008G0,"鐵鋁板 墊木鑽孔2 1/2~3""",126.32
Y6N10O1009A0,"鐵鋁板 墊木鑽孔3 1/2~4""",107.39
Y6N10O1009C0,"鐵鋁板 墊木鑽孔3 1/2~4""",118.13
Y6N10O1009E0,"鐵鋁板 墊木鑽孔3 1/2~4""",128.87
Y6N10O1009G0,"鐵鋁板 墊木鑽孔3 1/2~4""",139.61
Y6N10O1010A0,"鐵鋁板 墊木鑽孔5""",121.37
Y6N10O1010C0,"鐵鋁板 墊木鑽孔5""",133.51
Y6N10O1010E0,"鐵鋁板 墊木鑽孔5""",145.65
Y6N10O1010G0,"鐵鋁板 墊木鑽孔5""",157.78
Y6N10P0001A0,"（PVC管）明管配管  3/4""",64.77
Y6N10P0001B0,"（PVC管）明管配管  3/4""",32.39
Y6N10P0001C0,"（PVC管）明管配管  3/4""",71.25
Y6N10P0001D0,"（PVC管）明管配管  3/4""",35.63
Y6N10P0001E0,"（PVC管）明管配管  3/4""",77.73
Y6N10P0001F0,"（PVC管）明管配管  3/4""",38.87
Y6N10P0001G0,"（PVC管）明管配管  3/4""",84.21
Y6N10P0001H0,"（PVC管）明管配管  3/4""",42.11
Y6N10P0002A0,"（PVC管）明管配管  1""",71.59
Y6N10P0002B0,"（PVC管）明管配管  1""",35.8
Y6N10P0002C0,"（PVC管）明管配管  1""",78.75
Y6N10P0002D0,"（PVC管）明管配管  1""",39.38
Y6N10P0002E0,"（PVC管）明管配管  1""",85.91
Y6N10P0002F0,"（PVC管）明管配管  1""",42.96
Y6N10P0002G0,"（PVC管）明管配管  1""",93.07
Y6N10P0002H0,"（PVC管）明管配管  1""",46.54
Y6N10P0003A0,"（PVC管）明管配管  1 1/2""",75
Y6N10P0003B0,"（PVC管）明管配管  1 1/2""",37.51
Y6N10P0003C0,"（PVC管）明管配管  1 1/2""",82.5
Y6N10P0003D0,"（PVC管）明管配管  1 1/2""",41.26
Y6N10P0003E0,"（PVC管）明管配管  1 1/2""",90
Y6N10P0003F0,"（PVC管）明管配管  1 1/2""",45.01
Y6N10P0003G0,"（PVC管）明管配管  1 1/2""",97.5
Y6N10P0003H0,"（PVC管）明管配管  1 1/2""",48.75
Y6N10P0004A0,"（PVC管）明管配管  2""",81.82
Y6N10P0004B0,"（PVC管）明管配管  2""",40.92
Y6N10P0004C0,"（PVC管）明管配管  2""",90
Y6N10P0004D0,"（PVC管）明管配管  2""",45.01
Y6N10P0004E0,"（PVC管）明管配管  2""",98.19
Y6N10P0004F0,"（PVC管）明管配管  2""",49.09
Y6N10P0004G0,"（PVC管）明管配管  2""",106.37
Y6N10P0004H0,"（PVC管）明管配管  2""",53.18
Y6N10P0005A0,"（PVC管）明管配管  2 1/2""",88.64
Y6N10P0005B0,"（PVC管）明管配管  2 1/2""",44.32
Y6N10P0005C0,"（PVC管）明管配管  2 1/2""",97.5
Y6N10P0005D0,"（PVC管）明管配管  2 1/2""",48.75
Y6N10P0005E0,"（PVC管）明管配管  2 1/2""",106.37
Y6N10P0005F0,"（PVC管）明管配管  2 1/2""",53.18
Y6N10P0005G0,"（PVC管）明管配管  2 1/2""",115.23
Y6N10P0005H0,"（PVC管）明管配管  2 1/2""",57.61
Y6N10P0006A0,"（PVC管）明管配管  3""",95.46
Y6N10P0006B0,"（PVC管）明管配管  3""",47.73
Y6N10P0006C0,"（PVC管）明管配管  3""",105.01
Y6N10P0006D0,"（PVC管）明管配管  3""",52.5
Y6N10P0006E0,"（PVC管）明管配管  3""",114.55
Y6N10P0006F0,"（PVC管）明管配管  3""",57.27
Y6N10P0006G0,"（PVC管）明管配管  3""",124.1
Y6N10P0006H0,"（PVC管）明管配管  3""",62.04
Y6N10P0007A0,"（PVC管）明管配管  3 1/2""",102.28
Y6N10P0007B0,"（PVC管）明管配管  3 1/2""",51.13
Y6N10P0007C0,"（PVC管）明管配管  3 1/2""",112.51
Y6N10P0007D0,"（PVC管）明管配管  3 1/2""",56.25
Y6N10P0007E0,"（PVC管）明管配管  3 1/2""",122.74
Y6N10P0007F0,"（PVC管）明管配管  3 1/2""",61.36
Y6N10P0007G0,"（PVC管）明管配管  3 1/2""",132.96
Y6N10P0007H0,"（PVC管）明管配管  3 1/2""",66.48
Y6N10P0008A0,"（PVC管）明管配管  4""",115.92
Y6N10P0008B0,"（PVC管）明管配管  4""",57.95
Y6N10P0008C0,"（PVC管）明管配管  4""",127.51
Y6N10P0008D0,"（PVC管）明管配管  4""",63.75
Y6N10P0008E0,"（PVC管）明管配管  4""",139.1
Y6N10P0008F0,"（PVC管）明管配管  4""",69.55
Y6N10P0008G0,"（PVC管）明管配管  4""",150.68
Y6N10P0008H0,"（PVC管）明管配管  4""",75.34
Y6N10P0009A0,"（PVC管）明管配管  5""",143.19
Y6N10P0009B0,"（PVC管）明管配管  5""",71.59
Y6N10P0009C0,"（PVC管）明管配管  5""",157.5
Y6N10P0009D0,"（PVC管）明管配管  5""",78.75
Y6N10P0009E0,"（PVC管）明管配管  5""",171.82
Y6N10P0009F0,"（PVC管）明管配管  5""",85.91
Y6N10P0009G0,"（PVC管）明管配管  5""",186.14
Y6N10P0009H0,"（PVC管）明管配管  5""",93.07
Y6N10P0010A0,"（鍍鋅鋼管）明管配管  3/4""",98.87
Y6N10P0010B0,"（鍍鋅鋼管）明管配管  3/4""",49.43
Y6N10P0010C0,"（鍍鋅鋼管）明管配管  3/4""",108.76
Y6N10P0010D0,"（鍍鋅鋼管）明管配管  3/4""",54.37
Y6N10P0010E0,"（鍍鋅鋼管）明管配管  3/4""",118.64
Y6N10P0010F0,"（鍍鋅鋼管）明管配管  3/4""",59.32
Y6N10P0010G0,"（鍍鋅鋼管）明管配管  3/4""",128.53
Y6N10P0010H0,"（鍍鋅鋼管）明管配管  3/4""",64.26
Y6N10P0011A0,"（鍍鋅鋼管）明管配管  1""",126.15
Y6N10P0011B0,"（鍍鋅鋼管）明管配管  1""",63.07
Y6N10P0011C0,"（鍍鋅鋼管）明管配管  1""",138.76
Y6N10P0011D0,"（鍍鋅鋼管）明管配管  1""",69.38
Y6N10P0011E0,"（鍍鋅鋼管）明管配管  1""",151.37
Y6N10P0011F0,"（鍍鋅鋼管）明管配管  1""",75.68
Y6N10P0011G0,"（鍍鋅鋼管）明管配管  1""",163.98
Y6N10P0011H0,"（鍍鋅鋼管）明管配管  1""",81.99
Y6N10P0012A0,（鍍鋅鋼管）明管配管  1  1/2,170.46
Y6N10P0012B0,（鍍鋅鋼管）明管配管  1  1/2,85.23
Y6N10P0012C0,（鍍鋅鋼管）明管配管  1  1/2,187.51
Y6N10P0012D0,（鍍鋅鋼管）明管配管  1  1/2,93.75
Y6N10P0012E0,（鍍鋅鋼管）明管配管  1  1/2,204.56
Y6N10P0012F0,（鍍鋅鋼管）明管配管  1  1/2,102.28
Y6N10P0012G0,（鍍鋅鋼管）明管配管  1  1/2,221.6
Y6N10P0012H0,（鍍鋅鋼管）明管配管  1  1/2,110.8
Y6N10P0013A0,"（鍍鋅鋼管）明管配管  2""",190.92
Y6N10P0013B0,"（鍍鋅鋼管）明管配管  2""",95.46
Y6N10P0013C0,"（鍍鋅鋼管）明管配管  2""",210.01
Y6N10P0013D0,"（鍍鋅鋼管）明管配管  2""",105.01
Y6N10P0013E0,"（鍍鋅鋼管）明管配管  2""",229.11
Y6N10P0013F0,"（鍍鋅鋼管）明管配管  2""",114.55
Y6N10P0013G0,"（鍍鋅鋼管）明管配管  2""",248.19
Y6N10P0013H0,"（鍍鋅鋼管）明管配管  2""",124.1
Y6N10P0014A0,"（鍍鋅鋼管）明管配管  2  1/2""",272.74
Y6N10P0014B0,"（鍍鋅鋼管）明管配管  2  1/2""",136.37
Y6N10P0014C0,"（鍍鋅鋼管）明管配管  2  1/2""",300.01
Y6N10P0014D0,"（鍍鋅鋼管）明管配管  2  1/2""",150
Y6N10P0014E0,"（鍍鋅鋼管）明管配管  2  1/2""",327.29
Y6N10P0014F0,"（鍍鋅鋼管）明管配管  2  1/2""",163.64
Y6N10P0014G0,"（鍍鋅鋼管）明管配管  2  1/2""",354.56
Y6N10P0014H0,"（鍍鋅鋼管）明管配管  2  1/2""",177.28
Y6N10P0015A0,"（鍍鋅鋼管）明管配管  3""",422.75
Y6N10P0015B0,"（鍍鋅鋼管）明管配管  3""",211.38
Y6N10P0015C0,"（鍍鋅鋼管）明管配管  3""",465.02
Y6N10P0015D0,"（鍍鋅鋼管）明管配管  3""",232.51
Y6N10P0015E0,"（鍍鋅鋼管）明管配管  3""",507.3
Y6N10P0015F0,"（鍍鋅鋼管）明管配管  3""",253.64
Y6N10P0015G0,"（鍍鋅鋼管）明管配管  3""",549.57
Y6N10P0015H0,"（鍍鋅鋼管）明管配管  3""",274.78
Y6N10P0016A0,"（鍍鋅鋼管）明管配管  4""",555.7
Y6N10P0016B0,"（鍍鋅鋼管）明管配管  4""",277.85
Y6N10P0016C0,"（鍍鋅鋼管）明管配管  4""",611.28
Y6N10P0016D0,"（鍍鋅鋼管）明管配管  4""",305.64
Y6N10P0016E0,"（鍍鋅鋼管）明管配管  4""",666.85
Y6N10P0016F0,"（鍍鋅鋼管）明管配管  4""",333.43
Y6N10P0016G0,"（鍍鋅鋼管）明管配管  4""",722.42
Y6N10P0016H0,"（鍍鋅鋼管）明管配管  4""",361.21
Y6N10P0017A0,"（鋁合金管）明管配管  3/4""",92.05
Y6N10P0017B0,"（鋁合金管）明管配管  3/4""",46.03
Y6N10P0017C0,"（鋁合金管）明管配管  3/4""",101.26
Y6N10P0017D0,"（鋁合金管）明管配管  3/4""",50.62
Y6N10P0017E0,"（鋁合金管）明管配管  3/4""",110.46
Y6N10P0017F0,"（鋁合金管）明管配管  3/4""",55.23
Y6N10P0017G0,"（鋁合金管）明管配管  3/4""",119.67
Y6N10P0017H0,"（鋁合金管）明管配管  3/4""",59.83
Y6N10P0018A0,"（鋁合金管）明管配管  1""",115.92
Y6N10P0018B0,"（鋁合金管）明管配管  1""",57.95
Y6N10P0018C0,"（鋁合金管）明管配管  1""",127.51
Y6N10P0018D0,"（鋁合金管）明管配管  1""",63.75
Y6N10P0018E0,"（鋁合金管）明管配管  1""",139.1
Y6N10P0018F0,"（鋁合金管）明管配管  1""",69.55
Y6N10P0018G0,"（鋁合金管）明管配管  1""",150.68
Y6N10P0018H0,"（鋁合金管）明管配管  1""",75.34
Y6N10P0019A0,"（鋁合金管）明管配管  1 1/2""",156.82
Y6N10P0019B0,"（鋁合金管）明管配管  1 1/2""",78.41
Y6N10P0019C0,"（鋁合金管）明管配管  1 1/2""",172.51
Y6N10P0019D0,"（鋁合金管）明管配管  1 1/2""",86.25
Y6N10P0019E0,"（鋁合金管）明管配管  1 1/2""",188.19
Y6N10P0019F0,"（鋁合金管）明管配管  1 1/2""",94.09
Y6N10P0019G0,"（鋁合金管）明管配管  1 1/2""",203.87
Y6N10P0019H0,"（鋁合金管）明管配管  1 1/2""",101.94
Y6N10P0020A0,"（鋁合金管）明管配管  2""",177.28
Y6N10P0020B0,"（鋁合金管）明管配管  2""",88.64
Y6N10P0020C0,"（鋁合金管）明管配管  2""",195.01
Y6N10P0020D0,"（鋁合金管）明管配管  2""",97.5
Y6N10P0020E0,"（鋁合金管）明管配管  2""",212.74
Y6N10P0020F0,"（鋁合金管）明管配管  2""",106.37
Y6N10P0020G0,"（鋁合金管）明管配管  2""",230.47
Y6N10P0020H0,"（鋁合金管）明管配管  2""",115.23
Y6N10P0021A0,"（鋁合金管）明管配管  2 1/2""",248.87
Y6N10P0021B0,"（鋁合金管）明管配管  2 1/2""",124.44
Y6N10P0021C0,"（鋁合金管）明管配管  2 1/2""",273.76
Y6N10P0021D0,"（鋁合金管）明管配管  2 1/2""",136.89
Y6N10P0021E0,"（鋁合金管）明管配管  2 1/2""",298.65
Y6N10P0021F0,"（鋁合金管）明管配管  2 1/2""",149.32
Y6N10P0021G0,"（鋁合金管）明管配管  2 1/2""",323.54
Y6N10P0021H0,"（鋁合金管）明管配管  2 1/2""",161.77
Y6N10P0022A0,"（鋁合金管）明管配管  3""",381.84
Y6N10P0022B0,"（鋁合金管）明管配管  3""",190.92
Y6N10P0022C0,"（鋁合金管）明管配管  3""",420.02
Y6N10P0022D0,"（鋁合金管）明管配管  3""",210.01
Y6N10P0022E0,"（鋁合金管）明管配管  3""",458.2
Y6N10P0022F0,"（鋁合金管）明管配管  3""",229.11
Y6N10P0022G0,"（鋁合金管）明管配管  3""",496.39
Y6N10P0022H0,"（鋁合金管）明管配管  3""",248.19
Y6N10P0023A0,"（鋁合金管）明管配管  4""",507.98
Y6N10P0023B0,"（鋁合金管）明管配管  4""",253.99
Y6N10P0023C0,"（鋁合金管）明管配管  4""",558.77
Y6N10P0023D0,"（鋁合金管）明管配管  4""",279.39
Y6N10P0023E0,"（鋁合金管）明管配管  4""",609.58
Y6N10P0023F0,"（鋁合金管）明管配管  4""",304.79
Y6N10P0023G0,"（鋁合金管）明管配管  4""",660.37
Y6N10P0023H0,"（鋁合金管）明管配管  4""",330.19
Y6N10P0024A0,"（鍍鋅鋼管）防爆管配管  3/4""",126.15
Y6N10P0024B0,"（鍍鋅鋼管）防爆管配管  3/4""",63.07
